Country Name,Languages,Name in Original language,Population,Pop. Rank,Pop Rank Stars,Pop Growth,Pop. Growth Rank,Pop Growh Rank Stars,GDP (Million US$),GDP Rank,GDP Rank Stars,GDP per capita (USD),GDP per capita Rank,GDP per capita Rank Stars,Continent,Capital,Government,"Area, Sq km2",Area Rank,Area Rank Stars,Currency,Gini Index,Gini Rank,Gini Index Rank Stars,Climate,EU?,Schengen?,WPFI,WPFI Rank,WPFI Rank Stars,HDI,HDI Rank,HDI Rank Stars,General info,Iso Code,Len(info),Len(name),Non-Independent,Chinese
Falkland Islands,English,Falkland Islands,"3,662",≡194,1,0.29%,≡149,2,228,≡190,1,"62,261",≡12,5,South America,Stanley,Republic,12173,≡157,2,Pound sterling; Falkland Islands pound,36,≡85,4,Subpolar oceanic; cool temperatures,,,-,-,0,0.874,≡35,5,"A remote British Overseas Territory deep in the South Atlantic, the Falkland Islands are a world of stark, windswept beauty and abundant wildlife. Vast colonies of penguins, seals, and seabirds thrive on its rugged coastlines, making it a prime destination for nature lovers. Life here is shaped by its isolation and a resilient, self-sufficient community. However, the islands' identity is permanently marked by the 1982 Falklands War. Argentina's persistent sovereignty claim as the ""Islas Malvinas"" creates an undercurrent of political tension that defines its relationship with the outside world.",FK,600,16,Yes,福克兰群岛
Faroe Islands,"Faroese, Danish","Føroyar, Færøerne","54,738",≡186,1,0.34%,≡146,2,"3,126",≡164,1,"57,108",≡14,5,Europe,Tórshavn,Republic,1393,≡170,1,Faroese króna; Danish krone,22.71,≡1,5,"Subarctic; windy, cool temperatures",,,-,-,0,0.95,≡4,5,"The Faroe Islands, nestled in the North Atlantic between Norway and Iceland, are an autonomous territory within the Kingdom of Denmark. While celebrated for their breathtaking landscapes and rich Nordic heritage, the islands face criticism for their traditional whale hunts, which many international observers view as inhumane and ecologically unsound. Additionally, their remote location results in economic dependency on Denmark and challenges in diversifying their economy. The Faroese people, however, remain deeply connected to their traditions, including the unique chain dance and ballads.",FO,596,13,Yes,法罗群岛
French Polynesia,"French, Taihitian, Austral and 5 more","Polynésie française, Pōrīnetia Farāni","279,890",≡174,1,0.74%,≡116,2,"6,055",≡153,1,"21,633",≡44,4,Oceania,Papeete,Republic,4167,≡165,1,CFP franc,-,-,0,"Tropical; hot, humid, wet season",,,-,-,0,-,-,5,"A vast French overseas collectivity of 118 islands and atolls scattered across the South Pacific, including iconic Tahiti and Bora Bora. While its name evokes images of idyllic overwater bungalows and turquoise lagoons, its history is complex. Beyond the thriving tourism industry, the region's economy relies heavily on French support. From 1966 to 1996, it was the site of controversial French nuclear testing on the Mururoa and Fangataufa atolls, a legacy that has had lasting health and environmental impacts, and continues to be a source of tension and demands for accountability.",PF,585,16,Yes,法属波利尼西亚
Greenland,"Greenlandic, Danish, English","Kalaallit Nunaat, Grønland","56,865",≡186,1,-0.02%,≡167,1,"3,273",≡163,1,"57,557",≡13,5,North America,Nuuk,Republic,2166086,≡11,5,Danish krone,33.9,≡56,4,"Arctic; cold, ice cap",,,91.43,≡1,5,0.786,≡70,4,"The world's largest island, Greenland is an autonomous Danish territory with an Inuit heart. A colossal ice sheet covers 80% of its starkly beautiful land, dictating life for its very resilient population. As the ice melts due to climate change, it has become a major hotspot for scientific research and resource extraction, potentially reshaping its future. Life here blends ancient traditions with modern challenges, as communities navigate cultural preservation and a desire for independence.",GL,495,9,Yes,格陵兰
Hong Kong,"English, Cantonese","Hong Kong, Heung Gong, 香港","7,498,100",≡102,2,0.50%,≡139,2,"369,174",≡39,3,"49,236",≡21,5,Asia,Hong Kong,Republic,2755,≡167,1,Hong Kong dollar,48.2,≡164,2,"Subtropical; humid, seasonal rainfall",,,44.86,≡135,1,0.952,≡3,5,"A global financial hub famed for its skyscraper-studded skyline and deep natural harbor. Formerly a British colony, Hong Kong was returned to China in 1997 under a ""one country, two systems"" promise, intended to preserve its distinct economic and social freedoms for 50 years. However, this unique arrangement has become a flashpoint of global tension. A recent crackdown on dissent and pro-democracy movements has fundamentally altered its political landscape, raising profound questions about its autonomy, freedom of speech, and its future as an international crossroads of culture and capital.",HK,597,9,Yes,香港
Isle of Man,"English, Manx","Mannin, Ellan Vannin","84,069",≡184,1,0.23%,≡152,2,"7,430",≡152,1,"88,380",≡5,5,Europe,Douglas,Republic,574,≡178,1,Pound sterling; Manx pound,-,-,0,"Temperate; cool summers, mild winters",,,-,-,0,0.849,≡43,4,"A self-governing British Crown Dependency in the Irish Sea, the Isle of Man has a fiercely independent spirit. It is not part of the UK and has its own parliament (Tynwald), one of the oldest in the world. Its identity is a unique blend of Celtic and Norse heritage, symbolized by the three-legged triskelion. While known for the treacherous Isle of Man TT motorcycle race and its rugged, myth-steeped landscapes, it also operates as an offshore financial centre. Efforts to revive the native Manx language reflect a deep pride in its distinct culture, separate from its larger neighbours.",IM,589,11,Yes,曼岛
Kosovo,"Albanian, Serbian","Kosova, Косово","1,773,971",≡149,1,0.23%,≡152,2,"9,412",≡146,1,"5,306",≡102,2,Europe,Pristina,Republic,10887,≡160,2,European euro,29,≡25,5,"Continental; hot summers, cold winters",,,68.38,≡54,3,0.762,≡82,4,"Europe's youngest country, Kosovo's 2008 declaration of independence from Serbia remains contentious, with its sovereignty unrecognized by many. The landscape, scarred by late '90s ethnic conflict, holds stunning medieval Serbian monasteries and Ottoman mosques, reflecting a complex history. Home to one of Europe's youngest populations, the nation buzzes with youthful energy despite facing economic challenges and political isolation. It's a land of deep hospitality, striving to build a future beyond its fractured past.",XK,524,6,Yes,科索沃
Macau,"Cantonese, Mandarin, Portuguese",澳門 Àomén,"678,800",≡162,1,1.29%,≡78,3,"29,905",≡100,1,"44,056",≡24,5,Asia,Macau,Constitutional monarchy,115,≡190,1,Macanese Pataca,53.9,≡175,1,"Subtropical; humid, wet summers",,,-,-,0,0.922,≡18,5,"The world's undisputed gambling capital, Macau's casino revenue truly dwarfs Las Vegas. A former Portuguese colony for over 400 years, this Chinese Special Administrative Region boasts a most unique cultural fusion. Its UNESCO-listed historic centre's cobblestone streets feature Portuguese architecture and traditional Chinese temples side-by-side. The local Macanese cuisine, blending southern Chinese and Portuguese flavors, offers a sensory experience found nowhere else, a testament to its rich, blended heritage.",MO,518,5,Yes,澳门
Niue,"English, Niuean",Niuē,"1,549",≡194,1,0.05%,≡161,2,10,≡195,1,"6,456",≡94,2,Oceania,Alofi,Republic,260,≡188,1,New Zealand dollar,-,-,0,"Tropical; warm, wet season",,,-,-,0,-,-,5,"Known as 'The Rock of Polynesia,' Niue is a massive, uplifted coral atoll with a population so small it could fit in a concert hall. This self-governing nation, in free association with New Zealand, faces a critical challenge: a dwindling population as most Niueans live abroad. Yet, it has cleverly turned its isolation into an asset. It was the world's first country to become a 'Dark Sky Nation,' offering breathtaking stargazing. Its rugged coastline is riddled with caves and chasms, and its crystal-clear waters, with no rivers or lakes to cloud them, provide the world's best diving visibility.",NU,601,4,Yes,紐埃
Northern Cyprus,Turkish,Kuzey Kıbrıs Türk Cumhuriyeti,"382,836",≡171,1,1.06%,≡88,3,"4,234",≡160,1,"11,060",≡66,3,Asia,North Nicosia (de facto); Nicosia (de jure),Republic,3355,≡166,1,Turkish lira,68.5,≡186,1,"Mediterranean; hot summers, mild winters",,,61.73,≡73,2,0.896,≡28,5,"A state recognized only by Turkey, the Turkish Republic of Northern Cyprus is a product of the island's painful 1974 division. This political isolation defines its existence, creating a unique and often surreal atmosphere. It is a land of ancient castles, serene beaches, and significant historical sites, yet it remains economically and politically cut off from much of the world. The most haunting symbol of this divide is Varosha, a once-glamorous tourist resort now a fenced-off ghost city, its abandoned hotels and streets frozen in time since the invasion—a stark reminder of the unresolved conflict.",NCY,606,15,Yes,北塞浦路斯
Taiwan,"Mandarin, Hokkien, Hakka and 3 more","台湾 Táiwān, Republic of China, 中華民國 Zhōnghuá Mínguó","23,923,277",≡56,3,0.13%,≡159,2,"774,700",≡185,3,"32,383",≡30,4,Asia,Taipei,Republic,36193,≡133,2,New Taiwan dollar,34.1,≡58,4,"Subtropical; hot summers, mild winters",,,75.54,≡34,4,0.926,≡17,5,"A vibrant, self-ruling democracy, Taiwan exists in a state of geopolitical tension. Claimed by China as a renegade province, its ambiguous international status belies its global importance. It is a technological powerhouse, home to the world's most advanced semiconductor industry, making its security crucial for the global economy. Beyond the high-tech cities, the island is remarkably mountainous, with stunning landscapes like Taroko Gorge. Its culture is a rich tapestry of Chinese traditions, Japanese colonial influences, and indigenous heritage, creating a unique identity that it fiercely protects.",TW,607,6,Yes,台湾
Transnistria,"Russian, Moldovan, Ukrainian",Приднестро́вская Молда́вская Респу́блика,"360,938",≡172,1,-0.10%,≡174,1,"1,201",≡180,1,"3,327",≡130,2,Europe,Tiraspol,Constitutional monarchy,4163,≡165,1,Transistrian ruble,-,-,0,"Continental; hot summers, cold winters",,,-,-,0,-,-,5,"A breakaway state frozen in time, Transnistria declared independence from Moldova after a brief war in 1992 but remains unrecognized by any UN country. Often described as a living Soviet museum, it proudly retains its hammer and sickle flag and coat of arms. Statues of Lenin still stand in its cities, and its government and military operate with significant Russian backing. This sliver of land along the Dniester River is a geopolitical anomaly, a pocket of Soviet nostalgia with its own currency and a stubborn insistence on its own statehood, creating a surreal and tense reality.",TRI,585,12,Yes,涅斯特里亚
